Cell,E score,M score,Subtype
RU1108a_RPMI_204762093402485,7.4817679367083345,-2.7351972112736163,SCLC-A
RU1144_LN_191645443341598,-4.79368666853469,-0.9739179723143144,SCLC-A
RU1080C_121254238670116,-1.3271910111390783,1.091207254923507,SCLC-A
RU1293A_228058935544558,-3.037739225367301,-1.9750201396771345,SCLC-N
RU1229A_Frozen_156572874925811,0.8314517484607089,2.473737921830783,SCLC-A
RU1181C_169012813293414,-2.1030890899747194,0.3205969108104972,SCLC-N
RU1293A_156572856249070,-3.5598160132103858,-1.8479088179116556,SCLC-N
RU1080C_235128478943078,1.380090583582635,1.8340072336144626,SCLC-A
RU1108a_RPMI_230652451450077,7.902692095890755,-2.0406516205150185,SCLC-A
RU1215_126700256909158,-6.25706063551929,-1.7126335977581113,SCLC-N
RU1229A_Frozen_157697990580957,1.0232393294720175,2.2300203963537593,SCLC-A
RU1215_191227457912238,-5.76653404847557,0.25903253145237676,SCLC-N
RU1145_156933498461046,2.519525475731329,-1.118640026320522,SCLC-A
RU1215_165371920926949,-5.673926982384471,0.7087039097428245,SCLC-N
RU1144_LN_227305182878446,-0.2567670071592526,3.3704975687593706,SCLC-A
RU1066_235601986206429,1.5581444149340307,-0.7588656630299511,SCLC-A
RU1293A_161943443650853,-2.0920602211328583,-1.2459887139704966,SCLC-N
RU1229A_Frozen_156031709309156,1.1682054432766515,2.378050349640786,SCLC-A
RU1293A_231289985915252,-1.830303068209701,-0.7406792863941101,SCLC-N
RU1080C_129446769245043,1.2599655266139491,2.571517559941272,SCLC-A
RU1181B_157002371913579,-2.3206883942863588,0.707769632370452,SCLC-N
RU1144_T_236167208495908,0.07828528896603218,3.5199840754191394,SCLC-A
RU1144_LN_170199701215972,-1.3536179187015556,3.754297626806249,SCLC-A
RU1322A_LN_129998524144931,-1.9688306381750185,-1.417320416620841,SCLC-P
RU1144_LN_197188232789403,-4.548589747682193,-1.0953413930375901,SCLC-A
RU1108a_Bambanker_Frozen_205449168076213,5.756782631314008,-1.7059254688702048,SCLC-A
RU1322A_LN_232328294456675,-5.144384661913794,-2.7601113091154046,SCLC-P
RU1181B_227906759879011,-2.1082806743537557,0.32040413604923473,SCLC-N
RU1144_T_227844233510317,-0.6698413614282872,2.958196973047161,SCLC-A
RU1108a_Bambanker_227510387325868,6.010900017889977,-1.795361990622617,SCLC-A
RU1293A_165329207713006,-2.442599387644078,-0.9806965449607972,SCLC-N
RU1108a_Bambanker_Frozen_236082095344436,6.9517781026232095,-2.2961446848663924,SCLC-A
PleuralEffusion_122293352876461,-1.7993962052716528,1.060561166467755,SCLC-A
RU426B_227303182691099,0.8469450638726141,1.6088789324528614,SCLC-A
RU1293A_170139154298724,-2.6511551173719994,-1.9798612613956004,SCLC-N
RU1124A_LN_169081814308645,-1.969936943304171,-0.7590163325929831,SCLC-A
RU1195A_191097700772724,-1.3539137490522046,-0.2471795373860226,SCLC-A
RU1145_130531413835059,1.8453767123746965,-0.5207713664171523,SCLC-A
RU1231A_156395258140469,-3.611259165645609,2.0818654312415856,SCLC-N
RU1322A_LN_169777302563229,-1.7530684858814611,-0.739642113729565,SCLC-P
RU1215_197074384468331,-5.80042245444667,0.2602354017603737,SCLC-N
RU1108a_Bambanker_164769532397932,5.5417876696800175,-1.4622771213920362,SCLC-A
RU1322A_LN_169081813821726,-2.9251892120776883,-2.014795083976271,SCLC-P
RU1108a_Bambanker_Frozen_156933486398365,5.932836545582746,-1.2980681520108064,SCLC-A
RU1145_227516876540699,0.3970703973291175,-0.9266506575580368,SCLC-A
RU1293A_169175095560605,-2.229402847359458,-0.4329897532846188,SCLC-N
RU1066_162001547348398,1.5784103664477267,-0.02634881565723815,SCLC-A
RU1108a_Bambanker_Frozen_135571558259627,7.465246535509478,-2.3298390021947233,SCLC-A
RU1215_192868120639403,-5.603026857853768,0.7549371644815677,SCLC-N
RU1181B_236221701441884,-4.580422483486787,-3.397753785572622,SCLC-N
RU1144_LN_239407447296238,-1.7926660519208113,1.7002458704424144,SCLC-A
RU1229A_Frozen_162011062946140,1.1368577726464513,1.9628091399875538,SCLC-A
RU1144_T_166264153459955,-3.2904469391733118,0.15454726283727266,SCLC-A
RU1231A_134945401387235,-3.194682547615856,1.979013821462177,SCLC-N
RU1215_169081813809523,-5.676892411613808,0.3543830158425036,SCLC-N
RU1231A_165713619929822,-2.5858215202149877,1.7397853704617705,SCLC-N
RU1108a_RPMI_204213425487262,5.459102523681753,-1.6322787935135004,SCLC-A
RU1108a_Bambanker_227363553241454,5.397083716223458,-1.864423988533808,SCLC-A
RU1215_165926910676268,-5.385185949643438,0.23845292649717198,SCLC-N
RU1322A_LN_227905807702243,-2.100068074547428,-1.362659979995032,SCLC-P
RU1066_236785369466789,0.17333382070340758,0.24016640362836011,SCLC-A
RU1231A_130673800570781,-0.9893927049677751,0.4891741719933571,SCLC-N
RU1322A_LN_235122023909291,-2.2135829652181034,-1.4901101107183186,SCLC-P
PleuralEffusion_204825324280747,-3.0785553823477345,0.24236694199397119,SCLC-A
RU1181B_197066451275181,-1.3567797689790009,0.6955133772320636,SCLC-N
RU1322A_LN_226949759945963,-1.9826147471374642,-1.3831942564940642,SCLC-P
RU1144_T_129565671942427,-0.25682606614914855,4.422024338610223,SCLC-A
RU1108a_RPMI_131234280692510,7.332276847988846,-2.1085122727065055,SCLC-A
RU426B_164693584561908,-0.7463669697418013,2.5004752269925667,SCLC-A
RU1108a_Bambanker_Frozen_169587518687541,7.218290285263636,-1.9201885058264043,SCLC-A
RU1080C_235600138623771,1.5729035565815306,2.742402118593975,SCLC-A
RU1066_226953411315956,0.8339464778038632,0.9960543177949416,SCLC-A
RU1229A_Frozen_226273437338908,-0.15943650717441635,1.4448722627170818,SCLC-A
RU1231A_129457538677990,-1.1109617084120171,0.4189696488886122,SCLC-N
RU1108a_RPMI_155911449401244,6.046372517551546,-2.25906468015211,SCLC-A
RU779D_134946238130460,-4.1837463399236245,0.38382535368528736,SCLC-N
RU1145_162090653992811,1.587755586012371,-0.657276544369774,SCLC-A
RU1231A_166288849750838,-1.1960387320531716,0.42300333636281867,SCLC-N
RU1293A_204222269450469,-2.2273245265195802,-0.5265309580222102,SCLC-N
RU1144_LN_205922673776886,-4.93108372078575,-2.4257725574731275,SCLC-A
RU1181C_197271850277596,-1.841862672506441,0.23475110914311342,SCLC-N
RU1080C_161452731320238,1.3848236765815631,2.806211487645145,SCLC-A
RU1181C_165239938018539,-1.3572853026064835,0.6073478563300109,SCLC-N
RU1144_T_192315305376038,-0.15169803415197128,3.565632746218834,SCLC-A
PleuralEffusion_236175645666716,-2.5997898854593147,0.7889240541620015,SCLC-A
RU1108a_RPMI_131242050604275,7.185117622902769,-2.4001607721582126,SCLC-A
RU1080C_236718662773677,1.192203075646574,2.812482208555803,SCLC-A
RU1293A_199823176355229,-3.9322858023864895,-2.2259471856858624,SCLC-N
RU1293A_230609233766134,-4.084836407107908,-2.0365228702280582,SCLC-N
RU1066_226343123536172,0.4162215277916505,0.23620216743288877,SCLC-A
RU1066_230732686899038,0.058966769855511525,1.75114969280471,SCLC-A
RU1080C_120718468738460,0.9738620569476708,2.310774186459023,SCLC-A
RU1066_126765621528419,0.7859117519707378,1.1804011905856313,SCLC-A
RU1145_166332095151414,1.7882016225311863,-0.46321969585047906,SCLC-A
RU1108a_Bambanker_166400385271581,8.00734627914348,-2.199361313228159,SCLC-A
RU1066_227305214327596,0.39860162233608465,0.09511953223118141,SCLC-A
RU1231A_125247377324843,-1.3364146372574635,1.1326304251550798,SCLC-N
RU1293A_120703455287518,-2.4763014436359128,-1.8543597172898643,SCLC-N
RU1231A_192120139994844,-2.3282412171984603,1.3215587519258403,SCLC-N
RU1293A_120703455194037,-2.3315113036461836,-1.1424150864606812,SCLC-N
RU1144_LN_205922688457564,-0.8185582732765113,2.9617670457475214,SCLC-A
RU1293A_227357156916059,-2.322224912686254,-0.6498733727790226,SCLC-N
RU1215_236845392416053,-5.996497304839545,-0.15466968145426963,SCLC-N
RU1215_134385041794869,-5.796326929319418,0.06167481321254775,SCLC-N
RU1322A_LN_130132653587244,-2.0547051429908274,-0.9153680582087151,SCLC-P
RU1108a_Bambanker_Frozen_240617688558302,7.500455252729598,-2.4920478322347717,SCLC-A
RU1181C_206061347728668,-1.0800849849335434,0.706731014245047,SCLC-N
RU1145_157140462300020,0.611832606296367,0.8009889358262003,SCLC-A
RU1229A_Frozen_239458986900830,-0.09877602071422217,1.1853160027731695,SCLC-A
RU1293A_129440070691621,-1.85939035745421,-0.5945651423897923,SCLC-N
RU1144_T_232301316992285,-3.245484617048932,1.3119352863735745,SCLC-A
RU1080C_170740629326260,-3.6675787347424427,-1.0967890830725426,SCLC-A
RU1231A_227915456998125,-3.342274743114803,0.6376809515660934,SCLC-N
RU1293A_192118694787828,-2.6610865795465712,-1.4918501547900793,SCLC-N
RU1231A_134376349416795,-3.464128146450264,1.8665176608861647,SCLC-N
RU1181C_240497474885876,-1.01903289955888,-0.02551925958785685,SCLC-N
RU1293A_133921869774180,-1.9160128094350963,-0.4736383483846288,SCLC-N
RU1108a_Bambanker_131217401531163,5.931532289363557,-2.214054585558742,SCLC-A
RU1066_239946748249963,-0.5227703021306079,1.9323452221040731,SCLC-A
RU1215_240633674881885,-5.749110319721856,0.271325197978155,SCLC-N
RU1145_231291315698526,-0.9406896408264142,1.0618409991627342,SCLC-A
RU1229A_Frozen_164779317456299,0.354274146077614,1.7007851563146175,SCLC-A
RU1231A_231349329544989,-0.5397535359297039,0.9199597574847743,SCLC-N
RU1229A_Frozen_134513520130804,1.579287321204665,2.098142830272207,SCLC-A
RU1293A_196095789132646,-3.251745240496485,-1.6608689343067038,SCLC-N
RU1215_196592931551669,-5.602828260713798,0.2806789138714101,SCLC-N
RU1229A_Frozen_197074416417204,-0.6461360264692494,2.1901429102854824,SCLC-A
RU1181C_129567952923379,-1.2249852236505268,0.709344148053861,SCLC-N
RU1231A_161326283286372,-0.9662968423756157,0.9582588229618398,SCLC-N
RU1215_231161155672372,-5.221969620235361,0.70250309921174,SCLC-N
RU1322A_LN_204359574665452,-2.083254989976269,-1.4235202026077232,SCLC-P
RU1080C_126681628727134,0.18914398424429402,1.834589505614662,SCLC-A
RU1080C_133846975789853,1.139123721548216,2.5788669914221334,SCLC-A
RU1066_241057700140893,0.4882011921123743,0.5055004805968712,SCLC-A
RU1080C_240559720974574,-0.7154231941074568,2.1880067033141337,SCLC-A
RU1231A_134393261046493,-2.463465110657347,1.1546138414734057,SCLC-N
RU1311A_T_1_232448553605035,1.9443124614060396,2.057922778916808,SCLC-A
RU1108a_Bambanker_134938050620699,6.795054824020198,-1.886290662433736,SCLC-A
RU1145_161889610021686,1.5594874517366166,0.23458559051225697,SCLC-A
RU1145_240094687456478,0.8188957967447388,0.8073679988095902,SCLC-A
RU1181B_196166655338931,-2.445164620453916,0.526958933973424,SCLC-N
RU779D_241054849649590,-4.055705142249253,-0.6732023031111943,SCLC-N
RU1065C_196046442641843,2.7641751498824374,0.9464050798066577,SCLC-A
RU426B_227920825727716,0.32228390677055385,2.000977320533801,SCLC-A
RU1108a_Bambanker_Frozen_226953383569267,7.714553006233341,-2.297969667245585,SCLC-A
RU1144_T_161340108228917,-0.8761995361927707,2.6773223333263347,SCLC-A
RU1215_126913556699555,-6.046432932500236,-0.7072851206324169,SCLC-N
PleuralEffusion_126149071650094,-2.2952555692155876,0.5258721180914299,SCLC-A
RU1322A_LN_129515623135966,-2.145558477809707,-1.324541197711068,SCLC-P
RU1124A_LN_134583266982645,-1.82727896204714,-0.7744905372483173,SCLC-A
RU1293A_235688990468459,-1.9757113552322008,-0.2810841659733192,SCLC-N
RU1231A_169220299680180,-3.438307029704384,1.9655375816387788,SCLC-N
RU1293A_239396858748260,-1.9554252917867432,-0.5665885993149034,SCLC-N
RU1145_239382644053924,1.1118330309856095,-0.28594799162835616,SCLC-A
RU1108a_Bambanker_Frozen_235695804177716,6.206677920332506,-1.8837719472053807,SCLC-A
RU1108a_Bambanker_166469284514220,5.911563207654732,-1.2865814656650099,SCLC-A
RU1108a_Bambanker_235601998767988,8.150179648055444,-2.0131389860001754,SCLC-A
RU1215_169245935057260,-5.692163964729014,-0.2128754639867696,SCLC-N
RU1108a_Bambanker_166332113738614,5.9157534047599825,-1.3567415525774549,SCLC-A
RU1229A_Frozen_135022696357173,0.05922846202015952,1.6640800468484855,SCLC-A
RU1108a_Bambanker_Frozen_134041189444404,7.563149733233003,-2.2837818603908913,SCLC-A
RU1293A_122307579623270,-1.8869074194029076,-0.4542756026903104,SCLC-N
RU1145_231907656088502,2.5261845693045415,-0.7979800812952897,SCLC-A
RU1144_T_170198343989037,-0.8160996097527804,3.2418026752691844,SCLC-A
RU1322A_LN_191166508322142,-1.9722231024563206,-1.3910138230242053,SCLC-P
RU1108a_RPMI_196527701253532,6.897202750557447,-2.4433413285984584,SCLC-A
RU1215_191622876120812,-5.896240161357639,-0.5124509347478687,SCLC-N
RU1231A_230670677784806,-2.037845132182536,1.1666756544564647,SCLC-N
RU1108a_Bambanker_Frozen_157684151242150,6.132927392926586,-2.449739692601278,SCLC-A
RU426B_134530833959660,-1.043680003637084,2.5049584119424555,SCLC-A
RU1215_126836636870492,-5.854755362167193,0.3825992277178939,SCLC-N
RU1215_130134903830900,-5.831511705881795,0.28361628543609363,SCLC-N
RU1181C_170869460155126,-2.060167642754007,0.9936242178166272,SCLC-N
RU1181B_192120140032372,-1.792443327008863,0.3092300766874465,SCLC-N
RU1293A_134447990270380,-2.6852708895375677,-1.5035542917440246,SCLC-N
RU1195A_129978437090604,-4.477718475259888,-2.048252310505453,SCLC-N
RU1231A_165248393997733,-3.3383508596388145,2.0552639216384696,SCLC-N
RU1108a_Bambanker_Frozen_235070737771300,7.795082048532558,-2.2428210278304253,SCLC-A
RU1145_200561495496486,0.363151008865475,-0.002319559645901803,SCLC-A
RU1124A_LN_122369634426077,-3.243729222177738,-2.1143116713583097,SCLC-A
PleuralEffusion_235069798038316,-2.709223246017641,0.43856741884082306,SCLC-N
RU1066_169014006339820,0.578321385646509,0.934143263158457,SCLC-A
RU1215_170113814416091,-5.79633561394378,0.5518714548430717,SCLC-N
RU1124A_LN_156600492538277,-1.4890678845829735,0.03647772464683484,SCLC-A
RU1293A_228049567041435,-2.788662748705671,-0.9294726351596796,SCLC-N
RU1066_170798579857260,0.76551683529158,-0.7525896357548228,SCLC-A
RU426B_157606888291043,-1.4018928494237435,2.4779699571240754,SCLC-A
RU1231A_122427435539741,-3.874970811319288,1.676821243262088,SCLC-N
RU1144_LN_130194213586795,-0.7512188197887133,3.179515367318774,SCLC-A
RU1181C_191689569548723,-0.6325173808068631,0.11490165689004453,SCLC-N
RU1231A_135135350351707,-3.7017806406701856,1.604102531571199,SCLC-N
RU1231A_166477740522915,-2.3247940676884644,1.528267183374414,SCLC-N
RU1066_200974093466918,0.06182135627664642,0.21120467486894018,SCLC-A
RU1322A_LN_231840681748790,-2.501254554352395,-1.8334801169190587,SCLC-P
RU1144_LN_239587835460828,-3.2530541263754564,0.4770090107516795,SCLC-A
RU1293A_230748973611420,-2.288552329755611,-0.529516981723972,SCLC-N
RU1215_122506907905324,-5.900299773225502,0.7823869892099248,SCLC-N
RU1231A_204842772842908,-2.1536148685233867,1.559029759289653,SCLC-N
RU1231A_204882398263213,-1.5497953862996239,0.8330983670077845,SCLC-N
RU1293A_239589205141219,-2.443517206349485,-1.340259724466533,SCLC-N
RU1322A_LN_161326298458412,-2.1894620185119535,-1.2400737694714548,SCLC-P
RU1181C_191227458406316,-1.2900042868339223,0.7222543392918901,SCLC-N
RU1229A_Frozen_191072033463539,-0.23764232987923672,1.8544878339539193,SCLC-A
RU1293A_135143001550236,-2.2330790213411547,-0.38457048306610236,SCLC-N
RU1108a_Bambanker_226205971103021,6.580841777528281,-2.2983149047552507,SCLC-A
RU1293A_125236612610974,-2.0762674426732315,-0.5674873810790175,SCLC-N
RU1108a_Bambanker_204959708035811,7.846232264403561,-2.2968160181402375,SCLC-A
RU1145_231897742887150,-5.0683498707746795,-1.7086417315369338,SCLC-A
RU1215_160218181974749,-5.680081840513174,0.6380863379940264,SCLC-N
RU1124A_LN_165729296602997,-0.025748619176594545,1.5389169619225898,SCLC-A
RU1080C_155888882432884,-1.5556136735367834,2.6830019789272206,SCLC-A
RU1181B_192110461603166,-1.5255365568455255,0.07024710037129812,SCLC-N
RU1145_129978390755101,-1.0756564664948094,2.187609013752539,SCLC-A
RU1322A_LN_232313261840749,-2.4693667040215543,-1.8250336562024903,SCLC-P
RU1215_135503625796013,-5.862536784913203,0.4712879506293973,SCLC-N
RU1215_231684156640102,-5.527752057566772,0.3462098475484907,SCLC-N
RU1066_169727151782620,0.5269039354980318,0.8011891730739131,SCLC-A
RU1229A_Frozen_227853850859436,-0.32487212838197166,1.6391191188603211,SCLC-A
RU1293A_133828588226284,-2.151644759734859,-0.9143151636783178,SCLC-N
RU1144_LN_157690371435307,-0.21479246183321982,4.669284540602194,SCLC-A
RU1108a_Bambanker_Frozen_120786785294572,6.718125535660736,-2.4426942715545232,SCLC-A
RU1215_161529235884766,-5.996939608373502,-0.14929030758104966,SCLC-N
RU1066_191226664860981,-0.0005290814018181766,0.9548497750826379,SCLC-A
RU1231A_161317559155940,-1.6275559304626463,1.17555421345677,SCLC-N
RU1215_121886418524445,-5.716190319781425,0.6819356429584027,SCLC-N
RU426B_126700272367852,-1.3419058893259768,1.3100468483290575,SCLC-N
RU1181C_121887370984803,-0.9984462564583204,0.21669763950873108,SCLC-N
RU1145_195625758641572,-2.8145192657099836,-2.0976337837801635,SCLC-A
RU1145_191774157887725,-3.6129757754198373,-1.243660705389003,SCLC-A
RU1229A_Frozen_230809071410013,1.1795239943769933,2.1163449513448627,SCLC-A
RU1145_164698952742813,0.8807672352126549,0.5584479439062571,SCLC-A
RU1215_170181056706798,-5.697509900682425,0.29646095354186713,SCLC-N
RU1181B_239997898374507,-3.4595356624117515,-1.4004644201056438,SCLC-N
RU1293A_196087348115245,-1.9706476205175718,-0.6089477113336519,SCLC-N
RU1293A_232389350713715,-2.1962076975791422,-0.8126712906349017,SCLC-N
RU1108a_Bambanker_Frozen_170343460191515,7.469678787885705,-2.8412597983352885,SCLC-A
RU1293A_240482277604589,-2.0427350640053312,-0.3094026778911435,SCLC-N
RU1231A_121812477238621,-2.805756308698719,1.508034335673995,SCLC-N
RU1144_LN_235548418627435,-3.9234797614036827,-1.0321255017989917,SCLC-A
RU1145_131097928264611,-0.33209433475348277,0.8771057659789605,SCLC-A
RU1231A_156022966204654,-1.923186426399215,1.3180996798177154,SCLC-N
RU1181C_164750339782429,-3.0454115854060264,0.5778455465863479,SCLC-N
RU1322A_LN_125720916351708,-2.04274445135245,-1.1429882903737165,SCLC-P
RU1108a_Bambanker_156453508603307,7.981639343446577,-2.2220331050062203,SCLC-A
RU1215_200994199096540,-5.728035151818804,0.20184844001853944,SCLC-N
RU1229A_Frozen_196114223163172,0.6257952342806965,1.631163430292172,SCLC-A
RU1231A_125798226548582,-3.0171374071845953,1.291032078058372,SCLC-N
RU1066_192121064569764,1.2035494664412418,-0.2906870213428284,SCLC-A
RU1145_196174305945822,-0.981910554594143,2.3657894747935364,SCLC-A
RU1108a_Bambanker_Frozen_169587546704293,5.3310261445219265,-2.3999046376167583,SCLC-A
RU1124A_LN_130132653501228,-1.2868974338002732,-0.3024395070328583,SCLC-A
RU1152_135546843871453,-0.8897279249242422,1.8683382126754595,SCLC-A
RU1080C_239595634449246,-4.129605640001587,-1.260858790061886,SCLC-A
RU1181B_236158197062389,-2.069390175747724,0.3517543900106481,SCLC-N
RU1066_204351789559028,0.2730423787715502,0.03607024857627711,SCLC-A
RU1152_126224470034675,1.1137160963877082,4.406023447367643,SCLC-A
RU1229A_Frozen_192868167367923,0.7369422560644749,2.4341254532076704,SCLC-A
RU1066_170798611552541,0.8864768997929722,0.08204643717920296,SCLC-A
RU1293A_230612589034931,-2.137648505748167,-0.6097202278075042,SCLC-N
RU1181B_227494295943990,-1.9066925856865493,0.23318707818838158,SCLC-N
RU1152_227312730565995,0.987814413868106,4.593675085295807,SCLC-A
RU1066_157562549950390,0.2364418599684071,1.0552849148699135,SCLC-A
RU1229A_Frozen_161384131417899,0.46906264099468,1.7480272342645358,SCLC-A
RU1145_157140434933555,-0.04262645584829938,-1.1308255653324082,SCLC-A
RU1293A_231906467278046,-2.6627345288902924,-1.01058671277611,SCLC-N
RU1108a_Bambanker_120797944829876,7.7139694606287765,-2.404389622483352,SCLC-A
RU1066_241106421201843,0.542878775310044,1.2570215479514757,SCLC-A
RU1293A_230601838712755,-2.0877113576979687,-0.48792468867872507,SCLC-N
RU1066_157613982631773,1.229666100815881,0.056807314030124234,SCLC-A
RU1152_165849601628004,0.26228235479099926,3.978217121506555,SCLC-A
RU1108a_Bambanker_236177543355702,5.9789420460552165,-1.7724011717476462,SCLC-A
RU1144_LN_160996510877550,-5.204027571295065,-2.0433692163983377,SCLC-A
RU1145_200974093901091,1.4654311686244201,-0.2522802433866061,SCLC-A
RU1293A_165849601530716,-2.0699789605438306,-0.6000533388528365,SCLC-N
RU1181C_135501362947942,-1.511789175175526,0.7573998801526791,SCLC-N
RU1181B_134377511533854,-2.0533343403907973,-0.11343367088476769,SCLC-N
RU1145_192315324517092,1.830474798113963,-0.5360822564041623,SCLC-A
RU1322A_LN_239956412550571,-2.0215352558316666,-1.1671924062725139,SCLC-P
RU1108a_Bambanker_Frozen_239458061346739,7.162173577665694,-2.142292504836229,SCLC-A
RU1293A_196115545906422,-2.4949405056849887,-1.249592002707079,SCLC-N
RU1231A_239596337580780,-1.7092950193041148,0.9373870249176017,SCLC-N
RU426B_162080050040243,-1.331598873411968,2.64195681534746,SCLC-A
RU1215_126767500842843,-5.769536313292878,0.16264406560368405,SCLC-N
RU1145_129457492510955,1.223536084053877,-0.7147732190101747,SCLC-A
RU1181C_169156948999516,-3.0768029616778394,-0.028997463823634967,SCLC-A
RU1231A_130003757914982,-4.248602236844506,-0.2905980309004133,SCLC-A
RU1145_192317694265693,0.024204429565492125,-0.773013209688074,SCLC-A
RU1231A_126680956884774,-4.576656785266681,-1.4922541340124043,SCLC-N
RU1108a_Bambanker_133974617344859,7.409608071574402,-2.450700499736113,SCLC-A
RU1080C_206068851271990,-0.5585220824577037,1.8226333584434564,SCLC-A
RU1293A_200570473442550,-2.7909163140054574,-1.4519977810735452,SCLC-N
RU1152_199877507012917,0.7912053937343679,4.320820461891625,SCLC-A
RU1108a_Bambanker_166351395220323,8.136829170321416,-2.100151903289189,SCLC-A
RU1215_134405294319973,-5.626281707095194,-1.910526438366654,SCLC-N
RU1108a_Bambanker_Frozen_235533386606437,2.0366826002341205,-3.7389638504056446,SCLC-A
RU1229A_Frozen_134542510906205,1.6806876980866408,2.0872921342628974,SCLC-A
RU1229A_Frozen_134540466211756,0.8213789768619841,2.0714574916922324,SCLC-A
RU1145_134600595499748,-2.983822987669195,-2.0872683189813235,SCLC-A
RU1231A_160361944304566,-0.8474829063011666,0.647272721410063,SCLC-N
RU1152_165173278128045,0.8131803674510534,4.753869478142057,SCLC-A
RU1108a_Bambanker_Frozen_231270780717862,5.861086009333096,-2.2402487538870073,SCLC-A
RU1108a_Bambanker_204882379426548,6.685199472529062,-2.326491859113584,SCLC-A
RU1145_236633986579171,1.7481344242109487,-0.5254598371980401,SCLC-A
RU1181C_161943431048556,-2.908625643883523,0.4286588386146628,SCLC-N
RU1108a_RPMI_134041162172845,7.479657747764494,-2.355774925749451,SCLC-A
RU1293A_164698921818851,-1.9213466312688323,-0.9257310460046551,SCLC-N
RU1215_192739567164131,-5.737897068269035,0.6386435824402504,SCLC-N
RU1108a_Bambanker_Frozen_204358246619996,7.4379329004183,-2.081284557880009,SCLC-A
RU1181B_241054862982068,-2.2443375371144914,0.6784184854040882,SCLC-N
RU1181B_226942290381534,-1.4867279366798498,0.9473660790999486,SCLC-N
RU1181B_170797760465691,-1.2027177079058273,0.32852641998188736,SCLC-N
RU1152_191553082607853,0.2716151865642321,4.144398988957728,SCLC-A
RU1215_170328400522652,-5.731023414500723,0.22023720108705408,SCLC-N
RU1080C_192729635834790,-3.64694074488515,-0.9131732172915596,SCLC-A
RU1293A_204292748590006,-5.011256672732849,-3.1804957984401927,SCLC-N
RU1080C_165309463509860,0.44379860502753327,2.698978351013808,SCLC-A
RU1145_165385725922021,-0.6944928998761306,0.5114489104204223,SCLC-A
RU1293A_131164500052316,-2.0991800333417263,-1.077773442384534,SCLC-N
RU1215_157604606302117,-5.7519440556553025,0.42019009138992436,SCLC-N
RU1195A_129586368273654,-3.1184094114763585,-1.0993936001255284,SCLC-N
RU1108a_Bambanker_Frozen_126707787741548,3.9713375484419915,-2.861623860308046,SCLC-A
RU426B_201587038305118,-2.390053337944148,-0.9951363582657713,SCLC-P
RU1080C_135081900567837,1.0774958554541985,2.7237932280890553,SCLC-A
RU1231A_200494264838363,-3.692515993847225,1.408593246797681,SCLC-N
